,case_id,activity,resource,start_timestamp,lifecycle:transition_start,end_timestamp,lifecycle:transition_end
81165,196666,W_Completeren aanvraag,11181,2011-12-30 18:32:52.281000+00:00,START,2011-12-30 18:32:06.214000+00:00,COMPLETE
81166,196666,W_Completeren aanvraag,11181,2011-12-30 18:32:52.281000+00:00,START,2011-12-30 18:32:49.139000+00:00,COMPLETE
81167,196666,W_Completeren aanvraag,11181,2011-12-30 18:32:52.281000+00:00,START,2011-12-30 18:41:01.241000+00:00,COMPLETE
81168,196666,W_Nabellen offertes,11181,2011-12-30 18:41:19.798000+00:00,START,2011-12-30 18:45:26.502000+00:00,COMPLETE
81169,196666,W_Nabellen offertes,10935,2012-01-13 15:15:08.350000+00:00,START,2012-01-13 15:20:16.162000+00:00,COMPLETE
81170,196666,W_Nabellen offertes,11119,2012-01-20 17:53:05.220000+00:00,START,2012-01-20 17:55:15.158000+00:00,COMPLETE
81171,196666,W_Nabellen offertes,11180,2012-01-23 11:46:09.436000+00:00,START,2012-01-23 11:49:15.764000+00:00,COMPLETE
81172,196666,W_Nabellen offertes,11180,2012-01-23 11:46:09.436000+00:00,START,2012-01-26 18:48:44.859000+00:00,COMPLETE
81173,196666,W_Nabellen offertes,11000,2012-01-24 12:34:50.927000+00:00,START,2012-01-24 12:36:27.047000+00:00,COMPLETE
81174,196666,W_Nabellen offertes,11180,2012-01-26 18:47:31.986000+00:00,START,2012-01-23 11:49:15.764000+00:00,COMPLETE
81175,196666,W_Nabellen offertes,11180,2012-01-26 18:47:31.986000+00:00,START,2012-01-26 18:48:44.859000+00:00,COMPLETE
81176,196666,W_Nabellen offertes,10982,2012-01-28 14:32:15.977000+00:00,START,2012-01-28 14:33:27.390000+00:00,COMPLETE
81177,196666,W_Nabellen offertes,10982,2012-01-28 14:32:15.977000+00:00,START,2012-01-30 09:15:24.152000+00:00,COMPLETE
81203,196672,W_Completeren aanvraag,10861,2011-12-30 13:19:18.916000+00:00,START,2011-12-30 13:27:03.281000+00:00,COMPLETE
81305,196729,W_Afhandelen leads,10861,2011-12-30 15:15:12.285000+00:00,START,2011-12-30 15:17:13.899000+00:00,COMPLETE
81348,196759,W_Completeren aanvraag,11003,2011-12-30 16:12:21.110000+00:00,START,2011-12-30 16:32:26.454000+00:00,COMPLETE
81349,196759,W_Completeren aanvraag,11003,2011-12-30 16:12:21.110000+00:00,START,2011-12-30 16:34:26.311000+00:00,COMPLETE
81350,196759,W_Completeren aanvraag,11003,2011-12-30 16:32:36.698000+00:00,START,2011-12-30 16:32:26.454000+00:00,COMPLETE
81351,196759,W_Completeren aanvraag,11003,2011-12-30 16:32:36.698000+00:00,START,2011-12-30 16:34:26.311000+00:00,COMPLETE
81352,196759,W_Nabellen offertes,10935,2012-01-13 15:05:15.547000+00:00,START,2012-01-13 15:11:42.386000+00:00,COMPLETE
81353,196759,W_Nabellen offertes,10899,2012-01-16 11:30:45.108000+00:00,START,2012-01-16 11:30:54.681000+00:00,COMPLETE
81354,196759,W_Valideren aanvraag,10629,2012-01-18 15:26:47.208000+00:00,START,2012-01-18 15:37:54.436000+00:00,COMPLETE
81580,196816,W_Afhandelen leads,10939,2011-12-30 19:40:37.404000+00:00,START,2011-12-30 19:41:42.328000+00:00,COMPLETE
81616,196840,W_Afhandelen leads,10939,2011-12-31 13:21:47.371000+00:00,START,2011-12-31 13:22:03.740000+00:00,COMPLETE
81617,196840,W_Afhandelen leads,10939,2011-12-31 13:21:47.371000+00:00,START,2011-12-31 14:15:45.810000+00:00,COMPLETE
81618,196840,W_Afhandelen leads,10939,2011-12-31 14:14:07.755000+00:00,START,2011-12-31 13:22:03.740000+00:00,COMPLETE
81619,196840,W_Afhandelen leads,10939,2011-12-31 14:14:07.755000+00:00,START,2011-12-31 14:15:45.810000+00:00,COMPLETE
81677,196855,W_Afhandelen leads,10939,2011-12-31 14:11:28.319000+00:00,START,2011-12-31 14:12:56.372000+00:00,COMPLETE
81678,196855,W_Completeren aanvraag,11121,2012-01-02 10:25:46.510000+00:00,START,2012-01-02 10:30:24.094000+00:00,COMPLETE
82227,196918,W_Afhandelen leads,10910,2012-01-02 09:40:22.979000+00:00,START,2012-01-02 09:41:23.410000+00:00,COMPLETE
82228,196918,W_Completeren aanvraag,11179,2012-01-02 13:54:15.906000+00:00,START,2012-01-02 13:55:33.994000+00:00,COMPLETE
82229,196918,W_Completeren aanvraag,11180,2012-01-02 18:04:39.292000+00:00,START,2012-01-02 18:24:07.293000+00:00,COMPLETE
82230,196918,W_Nabellen offertes,11180,2012-01-02 18:24:30.187000+00:00,START,2012-01-02 18:25:14.453000+00:00,COMPLETE
82231,196918,W_Nabellen offertes,11180,2012-01-02 18:24:30.187000+00:00,START,2012-01-02 18:26:49.125000+00:00,COMPLETE
82232,196918,W_Nabellen offertes,11180,2012-01-02 18:24:30.187000+00:00,START,2012-01-02 18:27:22.223000+00:00,COMPLETE
82233,196918,W_Nabellen offertes,11180,2012-01-02 18:25:23.894000+00:00,START,2012-01-02 18:25:14.453000+00:00,COMPLETE
82234,196918,W_Nabellen offertes,11180,2012-01-02 18:25:23.894000+00:00,START,2012-01-02 18:26:49.125000+00:00,COMPLETE
82235,196918,W_Nabellen offertes,11180,2012-01-02 18:25:23.894000+00:00,START,2012-01-02 18:27:22.223000+00:00,COMPLETE
82236,196918,W_Nabellen offertes,11180,2012-01-02 18:27:13.733000+00:00,START,2012-01-02 18:25:14.453000+00:00,COMPLETE
82237,196918,W_Nabellen offertes,11180,2012-01-02 18:27:13.733000+00:00,START,2012-01-02 18:26:49.125000+00:00,COMPLETE
82238,196918,W_Nabellen offertes,11180,2012-01-02 18:27:13.733000+00:00,START,2012-01-02 18:27:22.223000+00:00,COMPLETE
82239,196918,W_Nabellen offertes,10889,2012-01-13 20:37:39.985000+00:00,START,2012-01-13 20:39:50.443000+00:00,COMPLETE
82240,196918,W_Nabellen offertes,11201,2012-01-17 16:27:32.147000+00:00,START,2012-01-17 16:30:43.832000+00:00,COMPLETE
82241,196918,W_Nabellen offertes,11181,2012-01-28 13:04:33.092000+00:00,START,2012-01-28 13:06:08.263000+00:00,COMPLETE
82242,196918,W_Nabellen offertes,10881,2012-01-30 20:18:13.443000+00:00,START,2012-01-30 20:22:16.014000+00:00,COMPLETE
82445,196957,W_Completeren aanvraag,11002,2012-01-02 11:15:27.183000+00:00,START,2012-01-02 11:26:36.087000+00:00,COMPLETE
82446,196957,W_Nabellen offertes,11002,2012-01-02 11:26:50.864000+00:00,START,2012-01-02 11:29:02.405000+00:00,COMPLETE
82447,196957,W_Nabellen offertes,10789,2012-01-13 09:47:59.743000+00:00,START,2012-01-13 09:50:07.340000+00:00,COMPLETE
82507,196996,W_Afhandelen leads,10910,2012-01-02 09:12:35.485000+00:00,START,2012-01-02 09:29:48.735000+00:00,COMPLETE
82557,197005,W_Completeren aanvraag,11121,2012-01-02 12:22:07.005000+00:00,START,2012-01-02 12:36:33.989000+00:00,COMPLETE
82558,197005,W_Nabellen offertes,10909,2012-01-06 16:05:40.412000+00:00,START,2012-01-06 16:13:48.551000+00:00,COMPLETE
82559,197005,W_Nabellen offertes,11049,2012-01-09 09:58:20.577000+00:00,START,2012-01-09 10:00:18.739000+00:00,COMPLETE
82560,197005,W_Valideren aanvraag,10629,2012-01-09 11:07:24.795000+00:00,START,2012-01-09 11:24:02.158000+00:00,COMPLETE
82561,197005,W_Valideren aanvraag,10629,2012-01-09 11:07:24.795000+00:00,START,2012-01-10 09:05:09.801000+00:00,COMPLETE
82562,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 11:46:16.246000+00:00,START,2012-01-09 11:50:09.032000+00:00,COMPLETE
82563,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 11:46:16.246000+00:00,START,2012-01-09 14:01:15.425000+00:00,COMPLETE
82564,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 11:46:16.246000+00:00,START,2012-01-09 15:02:19.484000+00:00,COMPLETE
82565,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 13:57:26.773000+00:00,START,2012-01-09 11:50:09.032000+00:00,COMPLETE
82566,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 13:57:26.773000+00:00,START,2012-01-09 14:01:15.425000+00:00,COMPLETE
82567,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 13:57:26.773000+00:00,START,2012-01-09 15:02:19.484000+00:00,COMPLETE
82568,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 14:56:26.573000+00:00,START,2012-01-09 11:50:09.032000+00:00,COMPLETE
82569,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 14:56:26.573000+00:00,START,2012-01-09 14:01:15.425000+00:00,COMPLETE
82570,197005,W_Nabellen incomplete dossiers,10929,2012-01-09 14:56:26.573000+00:00,START,2012-01-09 15:02:19.484000+00:00,COMPLETE
82571,197005,W_Nabellen incomplete dossiers,11049,2012-01-09 16:24:10.697000+00:00,START,2012-01-09 16:24:50.220000+00:00,COMPLETE
82572,197005,W_Valideren aanvraag,10629,2012-01-10 08:57:05.355000+00:00,START,2012-01-09 11:24:02.158000+00:00,COMPLETE
82573,197005,W_Valideren aanvraag,10629,2012-01-10 08:57:05.355000+00:00,START,2012-01-10 09:05:09.801000+00:00,COMPLETE
82729,197063,W_Afhandelen leads,10910,2012-01-02 12:26:04.480000+00:00,START,2012-01-02 12:27:55.782000+00:00,COMPLETE
82750,197075,W_Completeren aanvraag,10982,2012-01-02 13:48:35.739000+00:00,START,2012-01-02 13:58:56.026000+00:00,COMPLETE
82751,197075,W_Nabellen offertes,10939,2012-01-04 20:21:45.621000+00:00,START,2012-01-04 20:27:55.755000+00:00,COMPLETE
82752,197075,W_Nabellen offertes,11259,2012-01-09 10:00:09.391000+00:00,START,2012-01-09 10:05:11.774000+00:00,COMPLETE
82753,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82754,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82755,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82756,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82757,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82758,197075,W_Valideren aanvraag,10609,2012-01-12 11:09:18.015000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82759,197075,W_Nabellen incomplete dossiers,10914,2012-01-12 11:52:24.842000+00:00,START,2012-01-12 13:11:12.530000+00:00,COMPLETE
82760,197075,W_Nabellen incomplete dossiers,10910,2012-01-12 13:42:44.819000+00:00,START,2012-01-12 13:45:23.035000+00:00,COMPLETE
82761,197075,W_Nabellen incomplete dossiers,10982,2012-01-12 18:32:08.714000+00:00,START,2012-01-12 18:33:23.980000+00:00,COMPLETE
82762,197075,W_Nabellen incomplete dossiers,11180,2012-01-12 20:10:10.884000+00:00,START,2012-01-12 20:24:36.891000+00:00,COMPLETE
82763,197075,W_Nabellen incomplete dossiers,10789,2012-01-13 09:56:18.780000+00:00,START,2012-01-13 09:56:50.451000+00:00,COMPLETE
82764,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82765,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82766,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82767,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82768,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82769,197075,W_Valideren aanvraag,10609,2012-01-13 12:22:20.829000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82770,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82771,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82772,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82773,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82774,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82775,197075,W_Valideren aanvraag,10609,2012-01-13 13:19:49.906000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82776,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82777,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82778,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82779,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82780,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82781,197075,W_Valideren aanvraag,10609,2012-01-13 15:06:55.116000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82782,197075,W_Nabellen incomplete dossiers,10609,2012-01-13 15:12:02.341000+00:00,START,2012-01-13 15:12:13.879000+00:00,COMPLETE
82783,197075,W_Nabellen incomplete dossiers,10913,2012-01-14 10:17:44.493000+00:00,START,2012-01-14 10:24:00.629000+00:00,COMPLETE
82784,197075,W_Nabellen incomplete dossiers,10929,2012-01-14 15:22:36.381000+00:00,START,2012-01-14 15:29:45.955000+00:00,COMPLETE
82785,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82786,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82787,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82788,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82789,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82790,197075,W_Valideren aanvraag,10609,2012-01-16 09:12:35.389000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82791,197075,W_Valideren aanvraag,11049,2012-01-16 09:36:16.619000+00:00,START,2012-01-16 09:37:06.344000+00:00,COMPLETE
82792,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-12 11:35:22.298000+00:00,COMPLETE
82793,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-13 12:22:56.186000+00:00,COMPLETE
82794,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-13 13:39:15.893000+00:00,COMPLETE
82795,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-13 15:11:39.818000+00:00,COMPLETE
82796,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-16 09:20:12.007000+00:00,COMPLETE
82797,197075,W_Valideren aanvraag,10609,2012-01-16 14:24:51.135000+00:00,START,2012-01-16 14:38:27.401000+00:00,COMPLETE
82962,197126,W_Afhandelen leads,10910,2012-01-02 14:48:33.729000+00:00,START,2012-01-02 14:49:46.035000+00:00,COMPLETE
82963,197126,W_Afhandelen leads,10910,2012-01-02 14:48:33.729000+00:00,START,2012-01-02 15:08:07.152000+00:00,COMPLETE
82964,197126,W_Afhandelen leads,10910,2012-01-02 15:07:16.348000+00:00,START,2012-01-02 14:49:46.035000+00:00,COMPLETE
82965,197126,W_Afhandelen leads,10910,2012-01-02 15:07:16.348000+00:00,START,2012-01-02 15:08:07.152000+00:00,COMPLETE
82966,197126,W_Afhandelen leads,10982,2012-01-02 16:07:32.951000+00:00,START,2012-01-02 16:07:43.002000+00:00,COMPLETE
82967,197126,W_Afhandelen leads,10982,2012-01-02 16:07:32.951000+00:00,START,2012-01-02 16:08:03.768000+00:00,COMPLETE
82968,197126,W_Afhandelen leads,10982,2012-01-02 16:07:44.571000+00:00,START,2012-01-02 16:07:43.002000+00:00,COMPLETE
82969,197126,W_Afhandelen leads,10982,2012-01-02 16:07:44.571000+00:00,START,2012-01-02 16:08:03.768000+00:00,COMPLETE
82970,197126,W_Afhandelen leads,10863,2012-01-02 17:03:06.687000+00:00,START,2012-01-02 17:07:13.665000+00:00,COMPLETE
82971,197126,W_Afhandelen leads,10863,2012-01-02 17:03:06.687000+00:00,START,2012-01-02 18:19:10.684000+00:00,COMPLETE
82972,197126,W_Afhandelen leads,11122,2012-01-02 17:27:17.830000+00:00,START,2012-01-02 17:27:57.371000+00:00,COMPLETE
82973,197126,W_Afhandelen leads,10863,2012-01-02 18:16:17.450000+00:00,START,2012-01-02 17:07:13.665000+00:00,COMPLETE
82974,197126,W_Afhandelen leads,10863,2012-01-02 18:16:17.450000+00:00,START,2012-01-02 18:19:10.684000+00:00,COMPLETE
82976,197132,W_Afhandelen leads,10910,2012-01-02 14:51:11.129000+00:00,START,2012-01-02 14:53:14.554000+00:00,COMPLETE
82977,197132,W_Completeren aanvraag,10982,2012-01-02 18:16:22.914000+00:00,START,2012-01-02 18:17:36.777000+00:00,COMPLETE
82978,197132,W_Completeren aanvraag,10982,2012-01-02 18:16:22.914000+00:00,START,2012-01-02 18:29:30.655000+00:00,COMPLETE
82979,197132,W_Completeren aanvraag,10982,2012-01-02 18:16:22.914000+00:00,START,2012-01-03 20:27:42.571000+00:00,COMPLETE
82980,197132,W_Completeren aanvraag,10982,2012-01-02 18:29:19.686000+00:00,START,2012-01-02 18:17:36.777000+00:00,COMPLETE
82981,197132,W_Completeren aanvraag,10982,2012-01-02 18:29:19.686000+00:00,START,2012-01-02 18:29:30.655000+00:00,COMPLETE
82982,197132,W_Completeren aanvraag,10982,2012-01-02 18:29:19.686000+00:00,START,2012-01-03 20:27:42.571000+00:00,COMPLETE
82983,197132,W_Completeren aanvraag,11181,2012-01-03 16:40:44.481000+00:00,START,2012-01-03 16:43:23.305000+00:00,COMPLETE
82984,197132,W_Completeren aanvraag,10982,2012-01-03 20:20:54.050000+00:00,START,2012-01-02 18:17:36.777000+00:00,COMPLETE
82985,197132,W_Completeren aanvraag,10982,2012-01-03 20:20:54.050000+00:00,START,2012-01-02 18:29:30.655000+00:00,COMPLETE
82986,197132,W_Completeren aanvraag,10982,2012-01-03 20:20:54.050000+00:00,START,2012-01-03 20:27:42.571000+00:00,COMPLETE
82987,197132,W_Completeren aanvraag,11203,2012-01-04 17:57:54.896000+00:00,START,2012-01-04 17:59:03.801000+00:00,COMPLETE
82988,197132,W_Completeren aanvraag,11203,2012-01-04 17:57:54.896000+00:00,START,2012-01-06 18:13:26.205000+00:00,COMPLETE
82989,197132,W_Completeren aanvraag,10861,2012-01-04 18:40:21.430000+00:00,START,2012-01-04 18:54:07.864000+00:00,COMPLETE
82990,197132,W_Completeren aanvraag,10861,2012-01-04 18:40:21.430000+00:00,START,2012-01-04 19:02:10.817000+00:00,COMPLETE
82991,197132,W_Completeren aanvraag,10861,2012-01-04 18:40:21.430000+00:00,START,2012-01-14 13:46:47.417000+00:00,COMPLETE
82992,197132,W_Completeren aanvraag,10861,2012-01-04 18:54:31.013000+00:00,START,2012-01-04 18:54:07.864000+00:00,COMPLETE
82993,197132,W_Completeren aanvraag,10861,2012-01-04 18:54:31.013000+00:00,START,2012-01-04 19:02:10.817000+00:00,COMPLETE
82994,197132,W_Completeren aanvraag,10861,2012-01-04 18:54:31.013000+00:00,START,2012-01-14 13:46:47.417000+00:00,COMPLETE
82995,197132,W_Completeren aanvraag,11203,2012-01-06 18:13:18.708000+00:00,START,2012-01-04 17:59:03.801000+00:00,COMPLETE
82996,197132,W_Completeren aanvraag,11203,2012-01-06 18:13:18.708000+00:00,START,2012-01-06 18:13:26.205000+00:00,COMPLETE
82997,197132,W_Completeren aanvraag,11201,2012-01-06 19:16:10.986000+00:00,START,2012-01-06 19:17:25.250000+00:00,COMPLETE
82998,197132,W_Completeren aanvraag,11201,2012-01-06 19:16:10.986000+00:00,START,2012-01-06 19:29:30.914000+00:00,COMPLETE
82999,197132,W_Completeren aanvraag,11201,2012-01-06 19:27:04.833000+00:00,START,2012-01-06 19:17:25.250000+00:00,COMPLETE
83000,197132,W_Completeren aanvraag,11201,2012-01-06 19:27:04.833000+00:00,START,2012-01-06 19:29:30.914000+00:00,COMPLETE
83001,197132,W_Completeren aanvraag,10909,2012-01-07 14:02:17.694000+00:00,START,2012-01-07 14:03:15.952000+00:00,COMPLETE
83002,197132,W_Completeren aanvraag,10929,2012-01-07 14:46:48.825000+00:00,START,2012-01-07 14:52:40.595000+00:00,COMPLETE
83003,197132,W_Completeren aanvraag,10863,2012-01-09 19:12:49.841000+00:00,START,2012-01-09 19:13:40.359000+00:00,COMPLETE
83004,197132,W_Completeren aanvraag,10863,2012-01-09 19:12:49.841000+00:00,START,2012-01-09 19:18:27.787000+00:00,COMPLETE
83005,197132,W_Completeren aanvraag,10863,2012-01-09 19:18:18.810000+00:00,START,2012-01-09 19:13:40.359000+00:00,COMPLETE
83006,197132,W_Completeren aanvraag,10863,2012-01-09 19:18:18.810000+00:00,START,2012-01-09 19:18:27.787000+00:00,COMPLETE
83007,197132,W_Completeren aanvraag,10881,2012-01-09 19:21:10.422000+00:00,START,2012-01-09 19:26:16.183000+00:00,COMPLETE
83008,197132,W_Completeren aanvraag,11122,2012-01-12 19:05:14.287000+00:00,START,2012-01-12 19:19:51.494000+00:00,COMPLETE
83009,197132,W_Completeren aanvraag,10861,2012-01-14 13:44:30.206000+00:00,START,2012-01-04 18:54:07.864000+00:00,COMPLETE
83010,197132,W_Completeren aanvraag,10861,2012-01-14 13:44:30.206000+00:00,START,2012-01-04 19:02:10.817000+00:00,COMPLETE
83011,197132,W_Completeren aanvraag,10861,2012-01-14 13:44:30.206000+00:00,START,2012-01-14 13:46:47.417000+00:00,COMPLETE
83012,197132,W_Completeren aanvraag,11169,2012-01-17 10:58:36.957000+00:00,START,2012-01-17 11:42:09.462000+00:00,COMPLETE
83013,197132,W_Completeren aanvraag,11169,2012-01-17 10:58:36.957000+00:00,START,2012-01-17 12:24:42.468000+00:00,COMPLETE
83014,197132,W_Completeren aanvraag,11169,2012-01-17 12:23:51.947000+00:00,START,2012-01-17 11:42:09.462000+00:00,COMPLETE
83015,197132,W_Completeren aanvraag,11169,2012-01-17 12:23:51.947000+00:00,START,2012-01-17 12:24:42.468000+00:00,COMPLETE
83016,197132,W_Completeren aanvraag,10889,2012-01-17 13:33:17.274000+00:00,START,2012-01-17 13:36:21.979000+00:00,COMPLETE
